neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,last_review_year,last_review_month,last_review_day
5,1.31584,103.85582,3,94,2,67,1.33,12,311,2019,8,10
4,1.3111700000000002,103.88298,2,90,1,79,1.56,37,340,2019,8,12
11,1.28376,103.83965,2,93,4,3,0.09,1,157,2017,3,31
5,1.3088600000000001,103.86363,2,50,20,1,0.02,83,362,2015,8,2
5,1.30854,103.86291,2,36,18,4,0.12,112,354,2019,7,1
11,1.2834299999999998,103.84512,3,115,4,44,0.9,84,69,2019,8,13
3,1.27988,103.85065,3,268,2,34,0.68,4,38,2019,8,12
14,1.30233,103.84643,2,100,2,30,0.67,2,0,2018,12,23
17,1.2943200000000001,103.82611999999999,3,151,1,18,0.4,2,365,2018,7,10
2,1.31887,103.77462,2,50,3,1,0.02,1,0,2015,9,28
4,1.3133299999999999,103.90434,3,139,90,19,0.54,2,0,2017,11,28
13,1.29647,103.83779,2,74,1,129,2.6,2,5,2019,8,4
3,1.27946,103.85592,3,268,2,22,0.43,4,38,2019,8,10
4,1.3149600000000001,103.88691,3,94,4,30,0.6,67,32,2019,8,10
4,1.3144,103.88671,3,85,4,81,1.61,67,127,2019,8,11
4,1.3143,103.88604000000001,3,99,5,17,0.34,67,52,2018,9,18
4,1.31536,103.88574,3,85,5,62,1.23,67,43,2019,7,16
1,1.28411,103.83254000000001,3,132,2,9,0.18,26,292,2019,5,16
5,1.3123,103.86255,2,37,28,1,0.07,112,331,2018,7,12
14,1.3026,103.85195,3,250,1,248,4.99,1,229,2019,8,11
3,1.27967,103.85539,3,268,2,49,0.97,4,38,2019,7,14
9,1.32402,103.85313000000001,2,75,5,7,0.15,1,2,2019,6,22
14,1.30105,103.84786,2,100,2,226,4.49,2,228,2019,8,13
4,1.3148,103.88593,3,90,14,16,0.61,67,90,2019,8,8
9,1.32618,103.85394000000001,3,235,4,12,0.35,114,275,2019,3,14
5,1.3173700000000002,103.85084,2,100,90,1,0.02,1,363,2015,8,24
2,1.3150899999999999,103.80398000000001,3,200,2,15,0.3,1,0,2016,12,31
12,1.2861799999999999,103.79122,2,50,4,1,0.02,1,0,2015,12,10
14,1.30331,103.84848000000001,2,75,5,3,0.06,1,0,2016,1,5
4,1.31405,103.88619,3,94,1,29,0.6,67,84,2019,8,8
4,1.314,103.88576,3,90,4,18,0.38,67,64,2019,8,12
3,1.27516,103.8453,3,140,20,4,0.08,1,0,2016,3,30
1,1.28305,103.82722,3,129,2,25,0.51,1,0,2019,8,16
4,1.31382,103.88744,3,219,4,5,0.1,84,83,2019,8,4
12,1.30623,103.78258000000001,3,181,2,9,0.24,2,0,2018,8,20
1,1.27242,103.80923,2,75,1,37,1.13,1,319,2019,2,3
12,1.30798,103.78604,3,181,3,25,0.5,2,0,2018,5,24
5,1.3179100000000001,103.85083,3,131,4,14,0.28,1,0,2017,1,2
4,1.31575,103.88391999999999,2,58,2,42,1.07,2,0,2018,1,2
4,1.3155299999999999,103.8909,2,78,1,5,0.1,3,0,2018,6,21
1,1.28283,103.83109,2,99,2,1,0.02,3,0,2015,8,5
1,1.2783200000000001,103.83774,2,87,90,9,0.18,5,364,2017,12,9
1,1.2787600000000001,103.82701,2,75,1,6,0.12,3,0,2016,7,31
1,1.28084,103.82894,2,51,1,1,0.02,3,0,2015,12,26
14,1.30649,103.84785,3,137,3,4,0.08,203,243,2018,5,10
1,1.28273,103.83349,3,139,1,13,0.26,26,220,2019,7,21
1,1.28446,103.83440999999999,3,153,1,6,0.12,26,208,2019,5,3
3,1.27383,103.84634,3,189,15,1,0.02,3,180,2015,8,16
4,1.31569,103.88784,3,100,1,21,0.44,67,84,2019,8,11
4,1.3130600000000001,103.89173000000001,2,69,1,1,0.02,3,0,2015,7,19
1,1.28539,103.83355999999999,3,139,1,34,0.68,26,303,2019,8,1
4,1.3128600000000001,103.88659,2,50,90,23,0.49,2,36,2017,2,17
9,1.3189799999999998,103.84614,3,219,30,142,2.88,2,283,2019,8,5
9,1.32281,103.85133,3,131,180,5,0.1,1,365,2016,1,3
9,1.3221399999999999,103.84917,3,200,5,46,0.95,1,335,2019,8,21
4,1.31481,103.88701,3,87,1,59,1.18,67,70,2019,8,13
11,1.28425,103.84295999999999,2,37,90,2,0.13,83,354,2019,5,6
4,1.31489,103.88798,3,181,5,46,0.92,84,36,2019,7,16
13,1.29484,103.83859,3,128,1,46,1.07,48,343,2019,7,26
12,1.30155,103.79117,3,171,2,89,2.2,1,101,2019,8,20
3,1.27377,103.84523,2,200,90,96,2.15,10,347,2019,2,13
4,1.31339,103.88609,3,89,4,27,0.55,67,77,2019,8,12
3,1.274,103.84603,2,160,90,11,0.28,10,364,2018,11,30
3,1.27843,103.84614,2,169,90,37,0.81,10,354,2019,1,6
3,1.2745,103.84656,2,150,90,30,0.7,10,0,2019,1,4
11,1.27829,103.84485,2,169,90,32,0.7,10,365,2019,1,18
13,1.29795,103.83012,2,75,10,13,0.26,1,325,2019,8,6
8,1.3055,103.84008,3,129,3,65,1.55,6,132,2019,7,10
4,1.31245,103.87858,2,49,1,3,0.06,1,0,2015,8,27
4,1.31443,103.90604,2,60,3,5,0.12,8,361,2019,2,17
4,1.31544,103.88674,3,119,7,6,0.13,84,87,2019,7,11
1,1.27718,103.82167,2,72,3,291,6.05,1,186,2019,8,22
13,1.29611,103.84064000000001,3,119,4,57,1.15,84,58,2019,8,8
9,1.32795,103.84354,3,358,7,11,0.24,203,275,2019,7,28
4,1.3137299999999998,103.88803,3,119,20,12,0.24,84,89,2019,1,1
14,1.30298,103.85774,2,90,1,3,0.12,7,233,2018,12,16
5,1.30702,103.86211999999999,2,40,18,1,0.03,112,359,2016,8,5
6,1.30805,103.89591999999999,2,56,1,207,4.19,8,53,2019,8,12
4,1.3138100000000001,103.88682,3,85,4,64,1.34,84,65,2019,8,11
4,1.31551,103.88613000000001,3,94,6,22,0.46,84,76,2017,6,27
5,1.30726,103.86185,2,40,18,3,0.06,83,360,2018,1,6
17,1.29325,103.82334,2,85,2,11,0.25,3,230,2017,4,6
5,1.29922,103.86215,3,150,2,14,0.29,1,0,2017,5,30
4,1.31228,103.8761,2,44,1,26,1.16,7,179,2019,2,19
4,1.31083,103.88456,3,194,50,2,0.04,7,365,2015,10,19
13,1.29667,103.83883,3,119,6,40,0.81,84,76,2019,8,7
2,1.3174299999999999,103.77955,2,85,3,56,1.17,8,270,2019,7,23
17,1.31236,103.82571999999999,3,219,3,2,0.04,1,0,2015,9,4
5,1.31209,103.85757,2,58,90,9,0.19,2,17,2019,8,12
1,1.27439,103.84083000000001,2,200,1,28,0.57,1,364,2019,1,25
5,1.32741,103.86411,2,51,2,22,0.45,2,0,2018,1,3
13,1.29506,103.83995999999999,3,119,6,38,0.78,84,61,2019,7,31
6,1.31182,103.90644,2,56,1,202,4.13,4,0,2019,6,30
4,1.31186,103.88136,2,69,1,10,0.2,37,362,2019,8,6
4,1.31138,103.88157,2,69,1,26,0.53,37,358,2019,7,22
4,1.3115299999999999,103.88266999999999,2,69,1,15,0.31,37,365,2019,7,22
4,1.3142200000000002,103.90481,2,40,1,285,5.86,4,0,2019,6,30
4,1.3155,103.88591,3,90,1,42,0.86,67,76,2019,8,13
5,1.3139299999999998,103.87216,2,60,180,10,0.21,1,358,2017,12,11
5,1.3083799999999999,103.86142,2,40,18,3,0.06,112,359,2015,11,1
13,1.29614,103.83967,3,119,5,28,0.58,84,70,2019,8,6
8,1.30521,103.84253000000001,3,194,3,10,0.21,1,0,2016,7,16
4,1.31359,103.88794,3,181,5,47,1.01,84,72,2019,8,12
9,1.32445,103.85396999999999,3,228,3,6,0.12,203,17,2018,9,9
9,1.3277,103.84428,3,300,30,7,0.15,67,365,2018,1,3
6,1.3067799999999998,103.90351,2,75,5,4,0.08,1,363,2015,10,28
4,1.31421,103.88753,3,99,4,21,0.57,67,123,2019,8,13
14,1.3009,103.85213,2,90,1,161,3.33,2,345,2019,8,2
4,1.31479,103.88627,3,94,1,24,0.67,67,72,2019,7,28
14,1.30224,103.84572,3,100,6,17,0.81,84,1,2019,7,29
5,1.30854,103.86407,2,44,18,2,0.06,83,359,2016,12,28
9,1.32419,103.851,3,231,4,6,0.15,114,254,2018,8,12
5,1.3085200000000001,103.86173000000001,2,40,18,2,0.04,83,359,2016,5,9
5,1.3066799999999998,103.86206999999999,2,37,18,8,0.18,112,359,2018,2,15
5,1.30787,103.86331,2,39,18,3,0.06,112,360,2016,11,17
3,1.28103,103.85279,3,268,2,39,0.8,4,38,2018,11,16
2,1.31587,103.78891,3,135,3,38,0.83,8,300,2019,8,14
3,1.2962799999999999,103.85365,3,169,7,101,2.23,40,360,2019,8,27
4,1.3158299999999998,103.88886,2,50,3,1,0.04,1,0,2017,8,7
2,1.32118,103.80424000000001,2,81,2,48,0.99,1,68,2019,8,22
17,1.31579,103.83026,3,240,90,19,0.41,1,250,2016,7,21
2,1.31504,103.80376,3,249,2,6,0.13,1,0,2017,8,12
9,1.3234299999999999,103.85342,3,300,1,1,0.02,1,0,2015,9,12
13,1.2966600000000001,103.83975,3,131,30,33,0.69,1,331,2019,6,11
12,1.30207,103.79821,2,58,183,2,0.06,1,89,2017,10,28
12,1.30574,103.80105,2,58,1,3,0.07,1,331,2018,8,2
9,1.3404,103.82685,2,89,3,28,0.63,2,350,2019,8,7
4,1.31249,103.88328,3,140,30,8,0.17,13,0,2016,2,15
4,1.31447,103.88143000000001,3,160,30,2,0.04,13,0,2016,4,9
4,1.31253,103.88268000000001,3,181,30,3,0.06,13,0,2016,1,3
3,1.27509,103.84483,3,190,30,9,0.19,13,0,2016,5,13
14,1.30174,103.85389,2,83,1,1,0.03,1,0,2016,7,13
3,1.27341,103.84485,3,210,30,5,0.11,13,0,2016,4,10
3,1.27534,103.84711,3,260,30,19,0.4,13,0,2016,5,18
4,1.3073700000000001,103.8885,3,175,6,1,0.02,1,0,2015,10,10
3,1.28031,103.85144,2,85,60,1,0.02,41,364,2016,1,31
4,1.31386,103.88665999999999,3,92,4,57,1.19,84,36,2019,7,28
18,1.3323,103.86991,3,164,3,71,1.51,2,308,2019,8,7
14,1.30513,103.84969,1,28,1,115,2.39,14,355,2019,8,9
14,1.30339,103.84884,1,33,1,18,0.38,14,345,2019,8,8
14,1.30475,103.84962,1,33,1,3,0.08,14,352,2019,6,26
14,1.3050899999999999,103.84895999999999,1,31,1,38,0.8,14,347,2019,8,6
18,1.33209,103.86926,3,164,3,68,1.42,2,294,2019,7,28
4,1.31443,103.89439,3,224,3,168,3.48,1,259,2019,8,4
3,1.28016,103.8536,3,125,90,1,0.02,41,364,2016,3,14
14,1.3057299999999998,103.84885,1,131,1,25,0.55,14,348,2019,6,22
10,1.30021,103.83589,2,119,5,1,0.02,1,0,2015,9,12
2,1.31855,103.77496,2,150,1,5,0.1,1,0,2015,12,14
13,1.2947799999999998,103.83901,3,119,5,22,0.46,84,48,2019,7,14
14,1.30387,103.84695,3,100,5,16,0.44,84,8,2019,7,31
13,1.296,103.84045,3,158,7,70,1.46,4,364,2019,8,25
13,1.2976299999999998,103.83921,3,140,180,12,0.26,1,358,2017,9,18
5,1.30971,103.87093,2,60,1,73,1.52,37,314,2019,8,13
4,1.3113700000000001,103.88129,2,60,1,80,1.68,37,346,2019,8,5
4,1.31136,103.88150999999999,2,60,1,58,1.22,37,356,2019,8,10
4,1.31152,103.88109,2,60,1,11,0.23,37,354,2019,8,3
4,1.31108,103.8833,2,69,1,6,0.13,37,365,2019,8,13
14,1.30385,103.85095,1,33,1,6,0.15,14,357,2019,7,23
14,1.30352,103.85056,1,28,1,70,1.54,14,349,2019,7,24
14,1.30526,103.8495,2,79,1,8,0.17,14,339,2019,5,16
14,1.3041200000000002,103.84905,1,36,1,7,0.15,14,358,2019,7,29
14,1.30397,103.84928000000001,1,31,1,11,0.25,14,350,2019,7,29
4,1.31274,103.88659,3,181,2,173,3.61,16,194,2019,8,13
8,1.3054299999999999,103.8403,3,135,3,71,1.78,6,137,2019,8,12
8,1.3048799999999998,103.84002,3,135,3,69,1.54,6,115,2019,8,20
5,1.31714,103.85011,2,56,2,2,0.04,1,0,2015,11,18
13,1.29488,103.8392,3,110,20,32,0.67,84,78,2019,5,17
5,1.30775,103.8622,2,44,7,1,0.03,112,360,2016,5,16
17,1.31667,103.82595,3,300,7,31,0.66,19,327,2019,6,4
5,1.30857,103.86234,2,44,18,1,0.02,112,344,2016,3,10
5,1.31439,103.85852,2,50,5,3,0.07,1,0,2016,2,13
1,1.29213,103.81734,3,250,2,2,0.04,6,0,2015,11,10
9,1.32869,103.8474,3,131,25,10,0.21,141,365,2018,12,29
1,1.27629,103.83691999999999,2,131,4,26,0.59,1,0,2019,7,29
3,1.28051,103.85327,3,250,30,32,0.68,1,361,2019,1,28
11,1.2828899999999999,103.84728,3,119,2,33,0.69,12,360,2018,5,19
17,1.2959,103.82972,3,208,1,6,0.13,26,101,2016,8,15
4,1.31273,103.87559,3,156,2,111,2.33,6,141,2019,6,26
9,1.3285,103.84524,3,268,20,17,0.37,141,365,2019,3,31
9,1.32421,103.85337,3,200,3,84,1.76,67,265,2019,7,3
9,1.32475,103.8522,3,208,3,6,0.14,203,364,2018,6,18
17,1.31491,103.80578,3,119,2,4,0.09,1,0,2017,2,25
1,1.28475,103.83289,2,87,90,42,0.89,5,364,2018,4,10
9,1.32235,103.85285999999999,3,231,7,6,0.24,114,257,2018,8,20
9,1.32427,103.85103000000001,3,218,8,6,0.13,203,365,2018,2,14
11,1.2847600000000001,103.84589,1,28,1,6,0.16,9,363,2019,7,21
11,1.28365,103.84637,1,32,1,15,0.34,9,360,2019,1,19
4,1.31241,103.88686,3,308,30,1,0.06,1,148,2018,5,24
11,1.28285,103.8445,1,28,1,34,0.74,9,364,2019,8,18
11,1.2842,103.84444,1,32,1,19,0.41,9,356,2019,8,17
12,1.3065200000000001,103.79449,2,75,1,8,0.17,1,128,2019,4,24
3,1.28027,103.85072,3,208,4,9,0.2,8,360,2019,8,18
3,1.2802799999999999,103.85331,3,228,4,10,0.21,8,360,2018,7,30
5,1.31546,103.85508,2,69,90,16,0.4,13,278,2019,2,11
4,1.31584,103.88199,3,108,1,166,3.6,2,73,2019,8,22
17,1.29417,103.82826999999999,3,151,3,14,0.33,2,365,2018,9,15
6,1.3047799999999998,103.90485,3,258,2,1,1.0,1,84,2019,8,4
4,1.3156700000000001,103.88186,3,128,1,16,0.37,2,45,2019,8,7
5,1.3134,103.85401999999999,2,200,1,1,0.02,1,0,2015,10,15
14,1.3037,103.84988,2,110,1,1,0.02,1,0,2015,10,13
2,1.31331,103.79929,3,199,3,2,0.04,1,0,2016,1,1
3,1.27439,103.84714,2,169,90,18,0.42,10,0,2018,12,26
13,1.29525,103.83722,3,325,3,2,0.04,1,0,2016,1,1
5,1.30985,103.87271,2,100,2,36,0.79,11,355,2019,8,12
5,1.31251,103.86023,1,22,1,38,0.81,17,365,2018,6,29
4,1.31028,103.88633,2,40,3,6,0.13,1,0,2016,5,2
3,1.27396,103.84523,2,200,90,53,1.19,10,351,2019,2,13
3,1.2728,103.8448,2,169,90,129,2.81,10,0,2019,3,4
3,1.27429,103.84519,2,169,90,25,0.56,10,365,2018,11,8
3,1.27331,103.84421999999999,2,161,2,9,0.21,10,0,2019,8,14
11,1.2830700000000002,103.84395,1,315,1,1,0.18,5,275,2019,3,18
9,1.31702,103.83964,3,131,6,3,0.07,1,0,2017,1,3
3,1.28041,103.85240999999999,3,310,90,5,0.11,6,93,2016,5,4
9,1.32148,103.84106,3,118,5,8,0.18,8,365,2017,8,9
11,1.2833700000000001,103.84369000000001,3,119,5,6,0.24,84,64,2019,7,30
6,1.30332,103.90058,2,100,1,60,1.31,7,162,2019,8,6
7,1.2977299999999998,103.84347,2,131,2,11,0.25,1,0,2016,10,19
11,1.28304,103.84294,2,60,18,1,0.02,83,356,2015,12,5
6,1.30208,103.90205999999999,2,118,1,37,0.83,7,179,2019,8,7
9,1.31972,103.84736,2,150,1,1,0.25,1,0,2019,5,3
6,1.30195,103.90241,2,81,1,107,2.39,7,158,2019,7,27
2,1.32492,103.81175,2,44,30,8,0.21,1,239,2019,4,15
11,1.28362,103.84604,3,286,3,113,2.43,9,96,2019,7,11
5,1.31074,103.85964,2,210,1,39,0.97,20,349,2019,7,30
4,1.31479,103.88786999999999,3,94,4,66,1.66,84,72,2019,8,11
14,1.29913,103.85316,1,31,2,50,1.11,14,303,2019,8,8
5,1.3149,103.85021,1,44,1,34,0.75,17,365,2018,8,1
2,1.33194,103.79488,2,42,2,2,0.04,1,0,2015,12,24
4,1.3153,103.90333000000001,2,81,90,1,0.02,1,0,2016,1,3
12,1.2833700000000001,103.78359,3,292,3,1,0.03,1,0,2016,7,13
18,1.33504,103.86762,3,187,25,5,0.12,141,365,2019,8,2
14,1.30217,103.84695,2,119,3,21,0.46,1,239,2018,6,29
5,1.3111700000000002,103.87361,2,125,2,25,0.58,11,357,2019,8,5
5,1.3114,103.87215,2,150,2,4,0.11,11,365,2018,3,19
5,1.31169,103.87275,2,175,2,15,0.35,11,365,2019,7,20
5,1.3115299999999999,103.8723,2,200,2,5,0.12,11,361,2019,4,22
5,1.31017,103.87394,2,256,2,1,0.03,11,365,2016,5,31
5,1.30988,103.87346,2,224,2,2,0.08,11,365,2019,7,21
1,1.2844,103.83487,3,119,2,6,0.16,26,331,2019,7,5
5,1.3140100000000001,103.8588,1,26,1,26,0.56,11,365,2019,7,20
13,1.29702,103.83046,3,200,1,1,0.02,1,0,2016,1,3
5,1.31722,103.85069,3,135,2,12,0.27,1,0,2017,1,28
3,1.27399,103.84339,2,103,1,1,0.02,1,0,2015,11,22
15,1.2901,103.83917,3,104,7,2,0.04,1,0,2016,2,8
5,1.31471,103.85904000000001,1,25,1,9,0.21,11,358,2019,3,7
5,1.31408,103.85868,2,181,1,4,0.1,11,365,2019,2,6
17,1.31889,103.82685,3,100,150,2,0.06,5,239,2017,12,29
14,1.29931,103.85063000000001,2,100,3,5,0.11,1,0,2016,4,24
5,1.3143,103.85880999999999,2,119,1,44,0.98,11,358,2019,8,5
5,1.31449,103.85896,1,50,1,8,0.17,11,365,2017,1,24
17,1.32075,103.82223,3,215,3,16,0.37,3,36,2019,8,3
5,1.31609,103.85444,2,69,2,80,2.51,13,148,2019,8,12
0,1.35885,103.84418000000001,2,81,2,13,0.29,2,0,2016,9,13
10,1.30418,103.83449,3,281,1,202,4.67,1,235,2019,8,25
5,1.31913,103.86103,2,69,3,120,2.72,2,130,2019,7,29
3,1.27548,103.84517,3,219,3,7,0.17,1,0,2017,6,26
4,1.31123,103.88521,3,156,2,3,0.07,1,0,2016,1,2
0,1.35904,103.84735,2,85,7,24,0.52,2,0,2017,1,1
11,1.28329,103.84251,2,87,3,185,4.13,7,258,2019,8,4
3,1.2755100000000001,103.84515,3,190,30,2,0.04,13,0,2015,12,31
3,1.2752700000000001,103.84562,3,210,30,1,0.02,13,0,2016,2,14
3,1.2732299999999999,103.84563,3,260,30,11,0.25,13,0,2016,5,14
17,1.2942200000000001,103.82911,3,149,28,28,0.62,1,71,2019,5,1
2,1.3160399999999999,103.78135999999999,2,67,3,88,1.96,8,314,2019,6,23
10,1.30471,103.82582,2,65,90,61,1.38,1,364,2017,11,21
17,1.3205200000000001,103.82245999999999,2,50,3,7,0.18,1,0,2018,9,24
11,1.28471,103.8436,2,58,3,172,3.79,7,340,2019,8,12
12,1.29211,103.80713,3,144,3,6,0.14,13,0,2017,10,6
12,1.29049,103.8066,3,160,5,7,0.16,13,0,2016,9,9
17,1.3202399999999999,103.82049,3,215,3,24,0.58,3,39,2019,2,23
12,1.2882,103.7925,1,25,1,1,0.02,1,0,2015,12,18
14,1.30366,103.85096999999999,1,29,1,11,0.25,14,356,2018,10,12
5,1.31693,103.85016,3,199,7,4,0.09,3,361,2019,7,27
4,1.31636,103.8809,2,75,1,1,0.02,3,0,2015,12,27
5,1.3115299999999999,103.85984,1,35,1,80,1.78,8,358,2019,8,10
9,1.32066,103.85301,2,81,2,37,3.4,5,69,2019,6,30
10,1.30364,103.83507,3,319,2,93,2.15,38,284,2019,8,2
3,1.27861,103.85141999999999,3,312,1,1,0.02,1,0,2016,1,2
5,1.31169,103.86033,1,69,1,4,0.1,8,362,2019,6,9
11,1.28294,103.84387,2,87,3,141,3.22,7,201,2019,8,2
12,1.2924,103.80660999999999,3,151,5,9,0.21,13,0,2017,4,27
1,1.2833700000000001,103.82942,3,150,3,2,0.05,1,0,2017,1,1
17,1.31374,103.80672,3,250,2,5,0.11,1,0,2016,9,28
4,1.3134,103.87929,3,240,2,169,3.76,2,299,2019,8,26
1,1.28025,103.82337,2,90,90,1,0.02,1,364,2016,2,8
3,1.28206,103.85365999999999,3,96,7,2,0.08,1,365,2019,6,15
9,1.31854,103.84131,2,65,21,5,0.11,1,312,2019,6,15
4,1.31408,103.88488000000001,3,219,2,2,0.06,2,239,2016,10,25
5,1.3129,103.86146,1,35,1,12,0.28,8,363,2018,1,1
5,1.31132,103.86153,1,35,1,25,0.64,8,362,2018,2,28
5,1.31284,103.86089,1,35,1,67,1.55,8,363,2018,5,27
5,1.3123200000000002,103.86178000000001,1,35,1,11,0.25,8,360,2018,2,5
11,1.28271,103.84586,2,92,1,4,0.26,9,350,2019,1,26
5,1.31292,103.85983,1,69,1,6,0.14,8,363,2017,10,6
6,1.30655,103.90307,2,78,2,22,0.68,1,351,2019,8,17
4,1.31168,103.88002,3,150,365,13,0.29,6,365,2016,9,7
5,1.3108,103.85995,1,22,1,68,1.53,17,365,2019,8,25
18,1.3384,103.86546,2,69,3,1,0.02,1,0,2015,12,30
12,1.30723,103.7844,2,56,4,2,0.05,1,0,2016,7,13
4,1.31103,103.88215,3,110,2,123,2.77,16,308,2019,8,17
15,1.2866,103.85051,1,50,1,36,0.8,2,140,2018,12,24
5,1.3109,103.86107,1,22,1,27,0.61,17,365,2018,11,20
10,1.30368,103.83469000000001,3,210,2,169,3.88,2,94,2019,8,20
12,1.28816,103.80309,2,42,90,1,0.03,3,270,2016,6,9
3,1.27532,103.84510999999999,3,181,4,1,0.02,1,0,2016,1,2
11,1.28331,103.84625,1,26,1,21,0.48,9,361,2019,2,6
6,1.2990700000000002,103.88689000000001,2,100,1,2,0.05,1,0,2016,2,27
5,1.31451,103.84719,2,60,2,7,0.61,1,23,2019,8,1
13,1.29805,103.83698000000001,3,139,3,28,0.63,1,0,2017,3,2
9,1.3285200000000001,103.85600000000001,2,62,1,1,0.02,1,0,2016,1,3
6,1.29866,103.89036999999999,2,150,2,2,0.05,1,364,2016,1,11
15,1.28672,103.84831,1,56,1,39,0.87,2,269,2019,6,15
5,1.31195,103.86113,1,22,1,14,0.31,17,365,2017,2,15
5,1.31053,103.86147,1,44,1,24,0.54,17,365,2018,8,4
5,1.31178,103.86169,1,44,1,7,0.16,17,365,2017,2,2
5,1.31244,103.85954,1,22,1,80,1.84,17,357,2019,8,27
5,1.31028,103.86029,1,22,1,25,0.57,17,363,2018,9,16
14,1.30584,103.84985999999999,3,131,10,11,0.27,141,243,2019,5,20
18,1.33114,103.84369000000001,3,287,10,6,0.14,141,262,2019,7,22
5,1.31011,103.85956,1,22,1,26,0.59,17,364,2019,8,18
5,1.3106,103.86112,1,22,1,66,1.53,17,354,2019,8,21
5,1.31139,103.86001999999999,1,22,1,5,0.13,17,365,2017,8,19
5,1.31325,103.86168,1,18,1,51,1.18,17,321,2019,8,12
5,1.3108799999999998,103.86117,1,44,1,52,1.17,17,365,2019,2,7
5,1.31079,103.86171,1,39,1,25,0.56,17,364,2019,8,7
12,1.2917100000000001,103.80779,3,194,2,17,0.38,13,0,2017,10,6
8,1.3091899999999999,103.82701999999999,3,290,1,2,0.05,1,0,2016,7,27
13,1.2948,103.8388,2,87,1,46,1.02,28,350,2019,8,12
14,1.30024,103.8529,1,31,2,35,0.97,14,332,2019,5,25
5,1.32656,103.86275,2,44,2,53,1.19,2,0,2017,12,7
14,1.30631,103.8481,3,149,10,1,0.11,114,365,2018,12,5
9,1.32283,103.85234,3,131,7,5,0.41,114,338,2019,4,17
13,1.29579,103.84014,2,90,2,40,0.91,48,344,2019,7,6
4,1.31722,103.88754,3,178,3,59,1.35,2,3,2018,9,2
11,1.28358,103.84438,2,60,1,51,1.18,1,313,2019,8,13
5,1.3277,103.86511,3,258,10,16,0.38,203,365,2019,7,17
4,1.31398,103.90491,2,65,91,3,0.12,1,363,2017,9,28
13,1.2992299999999999,103.83098000000001,3,160,4,3,0.07,1,0,2016,12,3
11,1.28073,103.84085,3,300,3,76,1.72,2,69,2019,5,29
13,1.29671,103.8404,2,144,1,150,3.42,48,310,2019,7,12
11,1.28454,103.84391,2,60,90,2,0.09,83,361,2019,6,8
2,1.34158,103.76907,2,50,3,39,0.93,1,121,2019,4,25
14,1.30011,103.85396,1,31,2,28,0.95,14,345,2019,8,9
5,1.31057,103.86081,3,222,1,6,0.14,16,351,2019,6,14
14,1.30044,103.85173,1,28,2,82,1.89,14,313,2019,6,22
14,1.2982,103.8523,1,28,2,76,1.9,14,349,2019,6,28
6,1.3008,103.90074,3,300,1,2,0.05,1,0,2016,8,6
11,1.2802,103.84055,3,275,3,103,2.37,9,123,2019,7,30
5,1.31419,103.85089,2,72,90,160,3.67,1,189,2019,8,24
9,1.3289799999999998,103.85351999999999,3,200,30,7,0.17,141,365,2019,8,15
4,1.3153,103.88809,3,85,28,36,0.82,84,74,2019,8,10
14,1.29989,103.85063000000001,2,75,4,14,0.34,18,343,2019,5,12
12,1.28043,103.78286,3,119,90,39,0.9,1,365,2019,8,5
13,1.29423,103.84141,3,160,6,11,0.26,1,0,2017,2,12
6,1.3012,103.90481,3,381,2,172,3.98,1,313,2019,8,11
17,1.29259,103.83055999999999,3,139,3,9,0.21,1,0,2018,1,3
15,1.2886799999999998,103.84704,3,256,5,31,0.73,1,0,2017,9,19
4,1.3107,103.88178,3,69,1,1,0.02,2,0,2016,2,3
13,1.29383,103.83964,3,137,1,225,5.21,2,308,2019,8,24
5,1.3164200000000001,103.85734000000001,2,37,5,1,0.02,1,0,2016,2,13
14,1.30264,103.85127,2,104,2,121,2.85,8,179,2019,8,20
9,1.3274299999999999,103.84259,3,118,1,3,0.07,1,0,2016,4,2
18,1.33431,103.87554,2,49,1,296,6.96,2,288,2019,8,8
17,1.29446,103.82571999999999,3,139,3,17,0.45,5,362,2019,8,15
18,1.34301,103.84111999999999,2,50,1,1,0.04,1,0,2017,8,2
9,1.3262200000000002,103.85443000000001,3,268,3,1,0.03,203,330,2016,9,17
5,1.32839,103.86485,3,237,14,7,0.17,203,365,2018,8,25
9,1.32545,103.85311,3,218,15,3,0.08,203,365,2017,9,4
6,1.2952299999999999,103.8904,2,156,2,135,3.17,3,85,2019,8,6
18,1.3361299999999998,103.84406,2,150,5,8,0.2,1,365,2017,2,18
0,1.35233,103.83761,2,49,9,22,0.54,4,352,2019,8,10
18,1.3321,103.87535,2,58,4,66,1.69,1,348,2019,5,18
13,1.29416,103.83654,2,85,1,103,2.41,2,28,2019,8,4
9,1.32271,103.85316,3,101,3,25,1.5,23,39,2019,8,8
9,1.32302,103.8531,3,190,3,50,1.37,23,55,2019,7,28
9,1.3229600000000001,103.85204,3,110,3,61,1.46,23,81,2019,8,12
9,1.32335,103.85289,3,187,2,33,0.79,23,40,2019,8,7
9,1.32196,103.85325,3,106,3,20,0.64,23,41,2019,7,18
14,1.30349,103.84881,1,39,1,5,0.12,14,358,2019,7,15
9,1.32322,103.85158,3,106,3,21,0.51,23,43,2019,7,21
4,1.31525,103.88744,3,87,1,29,0.83,67,75,2019,8,9
3,1.27996,103.85209,2,100,45,1,0.02,41,365,2016,4,29
