neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,last_review_year,last_review_month,last_review_day
13,1.29528,103.83594000000001,2,69,5,1,0.08,3,362,2018,9,8
3,1.28071,103.85151,3,268,2,5,0.28,2,38,2019,5,17
11,1.2837,103.84224,2,65,90,2,0.14,59,326,2018,6,17
8,1.30525,103.83847,3,87,90,9,0.55,14,179,2019,8,9
13,1.29873,103.83268000000001,3,200,90,2,0.12,1,157,2018,9,30
13,1.2974299999999999,103.83702,3,115,6,7,0.45,19,287,2019,5,4
13,1.29736,103.83781,3,119,6,3,0.19,19,300,2018,12,23
11,1.28131,103.84676,1,50,1,2,0.11,4,359,2019,8,4
4,1.31435,103.8866,3,199,2,13,0.73,17,18,2019,5,30
13,1.29815,103.83646,3,390,30,7,0.4,274,304,2019,3,10
4,1.3113,103.89961,3,90,2,27,1.5,2,45,2019,6,11
3,1.2806799999999998,103.85155999999999,3,268,2,3,0.2,2,38,2018,10,13
8,1.30541,103.83518000000001,3,319,2,75,4.29,6,241,2019,8,18
9,1.31806,103.84212,3,239,1,9,0.53,22,137,2019,8,11
11,1.2836299999999998,103.8465,3,100,3,6,0.33,1,0,2018,9,29
3,1.27406,103.84445,3,144,30,4,0.24,274,336,2019,8,23
3,1.2990899999999999,103.85794,1,40,1,22,1.21,9,123,2019,4,22
13,1.2966799999999998,103.84031999999999,3,110,10,7,0.39,84,47,2019,7,30
18,1.34266,103.84084,2,42,7,4,0.26,18,155,2019,2,22
3,1.29836,103.85616,1,40,1,39,2.15,9,355,2019,7,23
12,1.30372,103.78231,3,158,30,5,0.28,274,262,2019,2,9
3,1.29703,103.8559,1,64,1,9,0.53,9,81,2019,2,14
3,1.2989,103.8566,2,99,1,5,0.28,9,52,2018,10,3
6,1.30349,103.90229000000001,2,50,2,37,2.06,2,119,2019,8,11
0,1.35629,103.82818,3,158,85,1,0.1,2,300,2018,10,23
9,1.31732,103.84082,3,250,2,22,1.28,2,31,2019,6,7
6,1.30355,103.90135,3,150,5,2,0.12,1,0,2019,7,14
5,1.29954,103.85991,3,308,2,51,2.93,5,50,2019,7,25
4,1.31389,103.88428,2,131,29,1,0.07,12,88,2018,5,26
5,1.31402,103.85361,2,110,1,8,0.49,13,350,2019,4,2
14,1.30219,103.8482,3,149,14,2,0.12,114,174,2018,8,25
12,1.30406,103.7829,2,325,3,1,0.88,78,364,2019,7,26
1,1.27718,103.80808,2,51,150,3,0.17,1,326,2018,12,10
17,1.31707,103.82571,3,281,7,5,0.44,19,362,2019,6,1
17,1.31565,103.82842,3,144,7,23,1.34,19,0,2019,3,30
3,1.29861,103.85582,1,42,1,10,0.66,9,121,2019,3,3
3,1.28021,103.84599,3,160,7,24,1.51,40,358,2019,8,18
5,1.31334,103.87165,3,256,2,16,1.0,7,351,2019,7,23
8,1.30554,103.83646999999999,2,119,1,58,3.38,3,35,2019,8,26
17,1.29246,103.83061,2,90,30,3,0.26,3,293,2019,5,12
17,1.3184200000000001,103.83077,2,50,1,1,0.1,1,0,2018,10,22
8,1.30636,103.83711,2,150,1,33,1.94,3,36,2019,8,20
8,1.30669,103.83564,2,119,1,57,3.23,3,39,2019,8,24
3,1.27552,103.84405,3,369,30,2,0.12,274,336,2018,8,26
1,1.27399,103.83551,2,56,1,47,7.23,1,54,2019,8,27
3,1.28172,103.85207,3,175,90,1,0.32,3,341,2019,5,27
5,1.31992,103.86158,2,58,1,24,1.39,4,166,2019,8,8
4,1.3169799999999998,103.88188000000001,3,150,25,22,1.28,67,361,2019,5,15
12,1.2924200000000001,103.77314,2,65,1,2,0.13,32,361,2019,4,19
10,1.2989899999999999,103.83837,2,144,6,2,0.14,19,54,2019,2,28
14,1.30017,103.84883,3,115,7,3,0.85,67,332,2019,7,19
13,1.29398,103.83809000000001,2,69,5,1,0.06,1,0,2018,3,23
14,1.30774,103.852,1,26,1,2,0.35,109,365,2019,4,30
14,1.30792,103.85075,1,26,1,1,0.16,109,365,2019,2,24
14,1.30799,103.85035,1,26,1,5,0.8,109,365,2019,6,28
14,1.30807,103.85136,1,50,1,4,0.53,109,365,2019,8,2
4,1.31197,103.88583,3,169,2,53,3.09,16,115,2019,7,29
3,1.27799,103.84931,3,360,4,15,0.89,15,325,2019,6,22
5,1.32156,103.86186,2,58,1,15,0.87,4,172,2019,7,22
4,1.3112,103.87873,3,179,1,37,2.19,1,149,2019,7,28
12,1.27744,103.7886,2,58,10,5,0.31,2,0,2019,4,22
5,1.30025,103.86027,3,99,1,11,0.76,1,125,2019,8,19
12,1.27957,103.78723000000001,2,85,1,2,0.15,14,365,2018,8,10
12,1.28099,103.78738,2,137,5,5,0.32,18,364,2018,10,16
5,1.32188,103.8655,3,132,7,2,0.3,114,334,2019,6,23
4,1.31456,103.88818,3,83,14,9,0.59,84,61,2019,8,3
17,1.29627,103.82928000000001,3,185,4,45,2.74,1,70,2019,8,25
3,1.27705,103.8498,3,208,30,15,0.89,5,261,2019,4,29
17,1.3158299999999998,103.82611999999999,3,118,7,13,0.83,19,355,2019,6,30
9,1.32475,103.84603,3,119,5,3,0.18,203,320,2018,7,21
4,1.31745,103.88788000000001,3,137,3,1,0.06,203,23,2018,4,12
4,1.31178,103.88454,3,185,2,50,2.99,16,92,2019,8,11
8,1.3139399999999999,103.83233,2,50,90,1,0.06,11,365,2018,4,1
5,1.31549,103.8575,3,110,6,6,0.36,67,365,2018,12,22
14,1.3029,103.84787,3,119,5,7,0.42,67,365,2019,4,11
12,1.27993,103.78559,2,67,1,16,0.96,18,339,2019,8,10
12,1.27942,103.787,2,87,5,3,0.28,32,361,2019,3,26
3,1.27799,103.85002,3,201,1,7,0.43,3,156,2019,6,9
8,1.3057299999999998,103.84005,2,75,4,2,0.15,18,362,2019,5,15
14,1.30427,103.86059,2,60,7,2,0.12,9,0,2018,6,22
5,1.31693,103.85836,2,94,2,42,2.55,13,162,2019,8,13
4,1.31283,103.88653000000001,3,165,2,46,2.78,16,117,2019,8,11
5,1.31724,103.85879,2,60,2,17,1.05,13,155,2019,8,5
5,1.31675,103.85856,2,60,2,30,1.82,13,162,2019,6,29
5,1.31584,103.85923000000001,2,75,2,46,2.75,13,145,2019,8,9
5,1.31523,103.85788000000001,2,94,2,35,2.15,13,163,2019,8,10
3,1.27334,103.84498,3,139,29,1,0.15,274,0,2019,2,11
5,1.29932,103.85999,3,364,6,4,0.29,2,355,2019,4,21
5,1.31018,103.86336,2,169,1,1,0.63,5,339,2019,7,12
12,1.27986,103.78589000000001,2,85,15,1,0.06,14,365,2018,5,18
5,1.31377,103.85708000000001,3,300,15,1,0.06,2,365,2018,4,24
3,1.2770700000000001,103.84948,3,281,4,7,0.58,15,359,2019,8,9
11,1.28364,103.8435,2,150,1,13,0.96,5,306,2019,8,12
5,1.30464,103.86216999999999,2,104,1,84,4.99,9,149,2019,8,24
11,1.2816299999999998,103.84885,3,258,2,42,2.58,38,271,2019,8,13
12,1.3027799999999998,103.7893,3,100,60,2,0.15,1,83,2018,8,4
5,1.30493,103.86103,2,94,1,109,7.6,9,134,2019,8,16
3,1.27655,103.84888000000001,3,281,4,18,1.12,15,344,2019,7,19
3,1.27705,103.84905,3,281,4,8,0.55,15,344,2019,6,27
6,1.30782,103.90033000000001,3,214,2,25,1.5,9,162,2019,8,25
6,1.30942,103.89981,3,204,2,35,2.16,9,158,2019,8,26
6,1.30797,103.8999,3,212,2,20,1.22,9,151,2019,8,14
13,1.29417,103.83785999999999,3,139,2,11,0.68,48,315,2019,7,21
5,1.31425,103.85876999999999,2,85,1,8,0.5,109,365,2019,3,13
5,1.3124200000000001,103.86055,2,85,1,2,0.27,109,365,2019,3,11
5,1.31276,103.86034000000001,2,85,1,6,0.38,109,361,2019,7,24
4,1.31188,103.88906999999999,3,92,5,12,0.72,1,1,2018,9,14
6,1.3011,103.91325,3,235,1,5,0.32,6,0,2018,12,16
5,1.32241,103.86506,3,350,7,1,0.07,1,0,2018,6,22
5,1.3132700000000002,103.8593,2,169,1,5,0.68,109,364,2019,7,31
5,1.31323,103.85871,2,169,1,4,0.25,109,365,2019,1,20
5,1.31261,103.86072,2,169,1,1,0.41,109,365,2019,6,16
5,1.31426,103.86031,2,169,1,1,0.57,109,364,2019,7,7
5,1.3127799999999998,103.8608,2,85,1,3,0.22,109,365,2018,12,23
3,1.29721,103.8564,1,40,1,13,0.9,9,111,2019,7,14
5,1.3158100000000001,103.85779000000001,3,114,30,28,1.7,30,47,2019,3,17
5,1.32254,103.86495,3,140,8,4,0.52,203,365,2019,7,30
5,1.31554,103.85653,3,110,30,19,1.22,30,77,2019,4,22
5,1.31406,103.85598,3,150,30,3,0.23,30,6,2019,2,16
5,1.31437,103.85641,3,150,30,4,0.26,30,70,2019,6,10
5,1.31628,103.85807,3,110,30,9,0.6,30,14,2019,6,7
9,1.32386,103.85763,2,49,2,46,2.96,1,32,2019,8,27
2,1.32559,103.81097,2,40,7,2,0.13,2,55,2018,7,24
4,1.31093,103.88552,3,131,3,6,0.45,203,322,2019,7,7
8,1.3056,103.83983,2,87,28,5,0.31,14,259,2019,7,26
14,1.30142,103.84839000000001,3,112,15,1,0.06,45,174,2018,5,6
1,1.27746,103.8245,2,81,2,47,2.85,1,333,2019,8,10
4,1.31235,103.88531,3,200,3,10,0.61,67,365,2018,7,3
14,1.29995,103.85002,3,300,6,4,0.26,67,354,2019,7,29
12,1.27949,103.78758,2,99,5,1,0.09,32,334,2018,9,26
5,1.32491,103.86406,2,50,5,1,0.06,1,0,2018,4,17
5,1.3119,103.8572,3,261,2,6,0.37,2,87,2019,8,13
4,1.3139399999999999,103.88278000000001,3,96,2,66,4.02,6,62,2019,8,7
7,1.2947600000000001,103.84221,3,150,10,5,0.47,203,317,2019,5,19
9,1.3267799999999998,103.84787,3,106,25,1,0.16,67,365,2019,2,18
5,1.32697,103.86565999999999,3,200,3,3,0.19,67,359,2018,7,21
5,1.3162,103.85901,1,32,1,29,2.09,7,334,2019,8,8
5,1.31502,103.85919,1,32,1,13,0.81,7,358,2019,8,4
5,1.31673,103.85849,2,32,1,64,3.92,7,305,2019,7,31
5,1.31493,103.85839,1,32,1,18,1.14,7,357,2019,8,10
5,1.3162,103.85987,1,32,1,15,0.91,7,351,2019,6,30
11,1.28271,103.84606,1,50,1,2,0.15,9,365,2018,8,9
5,1.31479,103.85934,2,32,1,53,3.24,7,308,2019,8,12
5,1.31653,103.85768,1,32,1,4,0.25,7,358,2019,6,10
4,1.3145799999999999,103.89913,2,47,2,57,3.52,6,94,2019,8,11
4,1.3159100000000001,103.89919,2,49,2,56,3.57,6,76,2019,8,12
4,1.31435,103.90033000000001,2,49,2,64,3.93,6,86,2019,8,9
14,1.30671,103.84824,3,160,14,3,0.25,114,243,2018,12,18
5,1.32179,103.86404,3,319,80,2,0.14,114,358,2019,6,25
4,1.31266,103.88792,2,64,2,64,3.94,14,60,2019,8,26
2,1.32535,103.81201999999999,2,49,5,1,0.08,1,0,2018,8,6
3,1.27463,103.84528,3,200,3,12,0.76,1,0,2019,2,15
9,1.32144,103.85294,2,50,30,2,0.17,8,291,2019,2,15
12,1.2808700000000002,103.78549,2,87,15,1,0.64,32,361,2019,7,13
14,1.30407,103.85463,2,131,1,2,0.23,1,324,2019,4,16
6,1.30417,103.90080999999999,2,31,1,14,1.18,1,77,2019,8,18
11,1.28398,103.84300999999999,2,57,28,1,0.18,83,356,2019,3,11
9,1.3181100000000001,103.84241,3,239,1,43,2.82,22,119,2019,8,13
11,1.28395,103.84277,2,69,90,1,0.06,83,356,2018,5,20
11,1.28319,103.84286999999999,2,69,90,1,0.07,59,356,2018,6,5
11,1.27864,103.84342,3,106,7,15,1.13,40,363,2019,8,18
1,1.2827899999999999,103.83395,3,106,2,93,5.89,1,131,2019,8,3
13,1.29698,103.84021,3,231,7,11,0.78,4,320,2019,6,6
1,1.2831,103.83596,3,85,2,72,4.84,1,257,2019,8,12
5,1.31588,103.85519000000001,3,219,2,31,2.05,3,103,2019,8,22
3,1.2776399999999999,103.84793,3,300,2,13,0.86,15,237,2019,6,14
3,1.27575,103.84732,3,300,4,11,0.72,15,348,2019,6,22
5,1.30982,103.86189,1,26,1,3,1.67,5,349,2019,7,30
5,1.3141200000000002,103.85403000000001,3,244,2,5,0.32,2,0,2018,11,5
11,1.2818,103.84501,3,175,3,27,1.77,16,24,2019,8,9
14,1.29961,103.84975,3,300,7,2,0.13,203,255,2018,8,18
5,1.3195700000000001,103.86404,3,287,7,6,0.39,203,264,2018,12,25
5,1.3202200000000002,103.86296,3,287,7,3,0.2,203,262,2018,7,5
8,1.30582,103.84645,3,128,15,1,0.08,203,365,2018,8,18
7,1.29719,103.85027,2,60,5,3,0.24,18,45,2019,1,22
6,1.30793,103.89986,3,390,3,1,0.06,78,351,2018,5,12
1,1.28273,103.83438000000001,2,60,2,84,5.36,1,254,2019,8,12
4,1.31226,103.88648,2,60,2,47,3.56,14,80,2019,8,18
8,1.30598,103.83917,2,87,30,2,0.13,14,90,2018,6,8
14,1.2978299999999998,103.85199,2,125,1,6,0.41,109,365,2019,4,10
7,1.29663,103.85146,2,125,1,12,0.76,109,358,2019,8,4
14,1.29798,103.85126,2,125,1,3,0.22,109,365,2019,3,11
7,1.2968600000000001,103.85135,2,125,1,2,0.26,109,365,2019,3,17
3,1.29675,103.85354,2,125,1,3,0.26,109,363,2019,8,10
7,1.29635,103.85161,2,106,1,35,3.03,109,332,2019,8,12
7,1.2961200000000002,103.85164,2,106,1,4,0.27,109,364,2019,3,10
5,1.31419,103.85661999999999,3,110,30,18,1.18,30,45,2019,7,8
11,1.28175,103.84597,3,135,7,4,0.35,40,365,2019,7,6
13,1.29312,103.8363,3,115,90,1,0.1,1,209,2018,11,11
5,1.30871,103.86085,2,39,18,1,0.12,112,359,2018,12,27
11,1.28301,103.84679,3,181,3,13,0.87,30,53,2019,4,3
5,1.3113700000000001,103.86375,2,35,18,1,0.07,112,362,2018,6,16
11,1.28376,103.84527,3,181,3,11,0.75,30,45,2019,8,8
8,1.30203,103.83936,3,210,2,35,2.22,38,291,2019,8,12
11,1.28134,103.84131,3,319,2,39,2.55,38,310,2019,8,7
11,1.28081,103.8454,1,32,1,5,0.33,7,0,2019,1,12
9,1.32491,103.8487,3,350,28,3,0.2,114,362,2019,2,20
3,1.27377,103.84405,3,146,30,2,0.18,274,327,2018,12,21
12,1.28106,103.78588,2,69,1,5,0.33,32,317,2019,8,11
12,1.27956,103.78594,2,87,3,12,0.78,18,365,2019,8,16
9,1.31815,103.84191,3,239,1,30,2.03,22,143,2019,8,9
11,1.28324,103.84644,3,300,3,30,2.05,16,36,2019,7,2
11,1.28108,103.8426,2,15,1,2,0.17,2,0,2018,9,9
11,1.28395,103.84346,2,39,90,1,0.55,59,354,2019,7,5
5,1.3090700000000002,103.8605,2,37,18,2,1.13,112,341,2019,8,1
4,1.31021,103.88266999999999,2,60,1,25,1.62,37,353,2019,8,1
13,1.2946600000000001,103.8386,2,51,2,8,0.53,1,0,2019,8,18
1,1.27599,103.83613000000001,3,350,1,3,0.19,1,0,2018,8,28
4,1.3184799999999999,103.88173,3,124,30,7,0.46,274,312,2019,7,12
9,1.31633,103.84536999999999,3,160,1,85,5.44,1,130,2019,8,10
11,1.28348,103.84228,2,60,90,1,0.08,59,361,2018,9,4
15,1.29188,103.83787,2,187,1,7,0.46,5,349,2019,4,2
4,1.31174,103.88197,2,60,1,11,0.71,37,363,2019,8,3
1,1.28314,103.83454,2,60,2,63,4.12,1,252,2019,8,12
15,1.2903200000000001,103.83726,2,187,1,18,1.26,5,346,2019,7,22
15,1.2917100000000001,103.83807,2,274,1,5,0.41,5,356,2019,7,21
13,1.29168,103.83847,2,178,1,22,1.64,5,355,2019,7,19
14,1.3033,103.84997,3,110,4,23,1.48,5,17,2019,8,5
15,1.29029,103.83688000000001,2,256,1,6,0.42,5,355,2019,4,23
5,1.314,103.85426,3,218,2,6,0.4,3,111,2019,8,4
18,1.33182,103.8687,3,299,2,47,3.12,1,225,2019,7,29
5,1.3155700000000001,103.85521999999999,3,235,2,2,0.15,2,0,2018,8,18
5,1.3174299999999999,103.85195,3,300,20,1,0.08,67,261,2018,7,31
11,1.2838399999999999,103.84294,2,57,28,2,0.16,112,333,2018,8,27
3,1.2786899999999999,103.84985999999999,3,181,30,24,1.61,5,169,2019,7,27
3,1.29779,103.85723,3,368,7,37,2.4,10,123,2019,8,2
12,1.28154,103.78746,2,65,1,10,0.73,18,354,2019,8,7
17,1.2931,103.82755999999999,3,117,1,26,1.68,26,235,2019,2,7
5,1.31477,103.85750999999999,3,100,30,7,0.47,30,57,2018,9,19
5,1.31626,103.85636,3,110,30,7,0.47,30,89,2018,8,29
3,1.27734,103.84902,3,300,4,4,0.53,15,351,2019,6,15
4,1.31515,103.90303,2,49,7,1,0.06,1,0,2018,5,17
11,1.28164,103.84527,3,301,3,4,0.28,16,46,2019,6,18
17,1.29467,103.83019,3,124,2,34,2.41,26,328,2019,3,17
5,1.30936,103.86244,2,42,18,1,0.09,112,359,2018,9,17
4,1.31249,103.9008,3,90,1,1,0.06,1,0,2018,5,22
3,1.27531,103.84409000000001,3,165,21,6,0.47,274,0,2019,8,25
3,1.2732299999999999,103.84648,3,151,30,2,0.16,274,301,2018,8,19
12,1.28179,103.78338000000001,3,125,25,4,0.56,10,159,2019,7,1
4,1.31121,103.88193000000001,2,50,2,31,2.07,9,345,2019,8,5
17,1.29477,103.82821,3,132,2,34,2.51,26,262,2019,4,24
3,1.2757100000000001,103.84531,3,140,7,3,0.23,274,0,2019,6,16
13,1.29437,103.84026,3,115,2,28,1.87,27,338,2019,7,30
11,1.28294,103.84549,3,190,3,15,1.05,30,78,2019,5,8
5,1.31375,103.8544,3,218,5,3,0.21,203,155,2019,3,12
5,1.31044,103.86182,2,42,18,2,0.18,112,362,2019,2,21
9,1.31244,103.84226,3,156,4,18,1.19,1,50,2019,8,20
4,1.31179,103.88323000000001,2,60,1,37,2.49,37,359,2019,8,12
8,1.3035,103.84229,3,90,5,6,0.43,1,69,2019,4,22
4,1.31225,103.88329,3,110,6,2,0.49,12,88,2019,6,24
4,1.3139299999999998,103.88521,3,110,6,1,0.39,12,43,2019,6,14
4,1.31233,103.88485,2,115,6,1,0.17,12,87,2019,3,4
4,1.31341,103.88452,3,131,29,3,0.22,12,83,2019,7,28
4,1.3123799999999999,103.88368,3,131,29,2,0.14,12,88,2018,8,4
9,1.3164,103.84213000000001,3,119,4,47,3.2,3,43,2019,7,31
11,1.2845,103.84329,2,65,90,1,0.07,83,361,2018,7,19
12,1.27948,103.78768000000001,2,99,1,1,1.0,14,365,2019,8,13
12,1.28016,103.7877,2,56,3,4,0.29,18,365,2019,4,20
12,1.29491,103.8069,3,125,90,3,0.26,10,129,2018,12,29
4,1.3253,103.9048,2,129,1,36,2.6,1,334,2019,8,19
5,1.31044,103.8584,2,86,2,7,0.47,2,349,2019,7,18
11,1.2762,103.84414,3,156,30,1,0.13,274,342,2019,1,4
5,1.3272700000000002,103.86251,2,40,30,3,0.23,4,53,2018,11,12
5,1.32531,103.86452,2,60,1,8,0.56,4,0,2018,10,11
11,1.28191,103.84708,3,175,3,31,2.12,16,33,2019,8,4
12,1.28146,103.78596999999999,2,56,1,1,1.0,32,338,2019,7,31
12,1.27944,103.78697,2,75,1,4,0.27,18,355,2019,3,20
18,1.33416,103.84735,2,44,3,4,0.27,1,0,2018,6,29
5,1.31354,103.85265,3,225,4,5,0.36,114,155,2019,3,18
12,1.29187,103.80718,3,285,3,1,0.75,78,364,2019,7,20
3,1.27415,103.84634,3,250,5,2,0.13,1,0,2018,7,29
9,1.3171700000000002,103.84323,3,249,1,44,3.03,2,164,2019,8,5
17,1.31566,103.82693,3,160,7,3,0.21,19,365,2019,3,20
5,1.3223,103.86384,3,268,80,1,0.07,114,358,2018,7,18
14,1.31102,103.85338,3,150,3,31,2.16,10,0,2019,8,6
3,1.2805,103.8492,3,181,7,3,0.22,40,340,2019,1,2
9,1.32589,103.84858,3,290,10,3,0.5,203,365,2019,8,6
9,1.3290799999999998,103.84425999999999,3,350,80,1,0.07,114,358,2018,7,1
4,1.3117299999999998,103.89071,3,108,2,62,4.49,1,44,2019,8,24
11,1.2832,103.84206999999999,2,67,90,1,0.12,59,356,2018,12,22
4,1.31403,103.88852,3,78,10,14,0.99,84,55,2019,8,12
13,1.29453,103.83703,1,81,2,9,0.62,2,82,2019,8,17
3,1.28473,103.8593,2,300,1,9,0.61,2,269,2018,8,24
11,1.28201,103.84483,3,150,3,32,2.17,16,45,2019,5,10
11,1.2832700000000001,103.84513000000001,3,200,3,9,0.67,30,62,2019,5,7
11,1.28336,103.845,3,175,3,6,0.49,30,47,2019,6,5
5,1.3109899999999999,103.86014,3,181,3,1,0.88,67,365,2019,7,26
11,1.28385,103.84536,3,110,8,3,0.23,84,89,2019,2,13
12,1.3045799999999999,103.78435,3,344,3,3,0.38,78,364,2019,7,24
14,1.30326,103.84673000000001,3,178,3,28,1.92,2,47,2019,8,24
14,1.3087600000000001,103.85037,1,81,2,1,0.08,9,351,2018,9,2
3,1.28099,103.85008,3,258,2,46,3.14,38,227,2019,8,13
4,1.31439,103.88221999999999,2,33,18,2,0.15,83,353,2018,9,23
14,1.3092700000000002,103.85162,1,81,1,2,0.14,9,365,2018,7,12
14,1.3077299999999998,103.85009000000001,1,100,1,1,0.09,9,365,2018,9,13
14,1.30941,103.85203,1,37,1,6,0.51,9,353,2019,8,3
14,1.30956,103.85202,1,35,2,2,0.14,9,319,2018,9,20
9,1.3151899999999999,103.84081,3,256,3,1,0.91,78,364,2019,7,27
9,1.32508,103.84533,3,140,10,2,0.14,114,320,2019,1,24
11,1.28526,103.84173,2,65,90,2,0.16,112,326,2018,12,23
11,1.2822,103.84629,3,181,3,12,0.84,16,85,2019,5,31
9,1.3204,103.85368000000001,3,250,5,2,0.29,6,55,2019,7,26
1,1.28467,103.83495,2,65,7,1,0.16,6,354,2019,2,26
9,1.31646,103.84047,3,289,3,1,0.15,78,364,2019,2,8
1,1.28653,103.83381999999999,2,65,7,1,0.16,6,360,2019,2,27
9,1.32417,103.85016,3,106,14,5,0.36,67,318,2019,7,21
18,1.33875,103.86948000000001,2,43,1,114,7.81,2,235,2019,8,12
1,1.2846,103.83341999999999,2,65,7,1,0.38,6,360,2019,6,11
1,1.28455,103.83357,2,65,7,2,0.34,6,355,2019,3,11
9,1.3235299999999999,103.85085,3,150,10,1,0.86,203,365,2019,7,25
9,1.32372,103.8507,3,140,7,3,0.22,114,322,2019,7,8
4,1.31555,103.8877,2,67,2,37,2.69,26,214,2019,8,15
5,1.30495,103.86233,2,60,1,53,3.73,9,139,2019,8,25
3,1.28004,103.84940999999999,3,276,1,7,0.61,3,162,2019,7,7
14,1.30213,103.84845,2,56,7,2,0.27,9,0,2019,2,9
4,1.31034,103.87624,3,218,2,5,0.38,203,337,2018,10,30
4,1.30916,103.87812,3,268,2,2,0.15,203,305,2018,9,11
4,1.3112700000000002,103.87788,3,237,3,3,0.22,114,362,2018,8,17
4,1.31005,103.87796,3,268,3,1,0.07,114,362,2018,7,22
4,1.3115,103.87824,3,237,3,17,1.19,114,358,2019,6,9
4,1.3099299999999998,103.87826,3,318,3,10,0.72,114,358,2018,11,20
4,1.31501,103.88655,2,67,2,20,1.55,26,214,2019,8,19
7,1.29434,103.84322,3,150,12,4,0.39,67,361,2019,1,19
5,1.31572,103.85314,3,140,7,2,0.21,114,329,2019,2,4
15,1.29345,103.84173,3,149,7,2,0.14,114,325,2019,5,25
14,1.30461,103.85294,1,18,1,18,1.36,5,358,2019,7,27
11,1.28151,103.84629,3,181,3,10,0.7,16,47,2019,5,5
9,1.3230000000000002,103.85396999999999,3,100,5,6,0.46,67,340,2019,6,26
12,1.28064,103.78516,3,108,700,2,0.14,1,358,2018,6,28
14,1.3021200000000002,103.84873,3,131,12,2,0.24,67,353,2019,1,13
9,1.31839,103.84758000000001,3,100,3,8,0.56,16,33,2019,8,3
5,1.3141,103.85392,3,219,5,2,0.15,67,305,2018,11,17
4,1.31192,103.8781,3,237,3,7,0.51,114,362,2019,2,16
4,1.3104200000000001,103.87654,3,318,3,6,0.43,114,362,2018,11,13
11,1.28158,103.84871,3,258,2,7,0.51,38,13,2019,7,20
10,1.30441,103.83354,3,319,2,29,2.4,38,299,2019,8,7
12,1.28108,103.78316,3,135,25,2,0.48,10,0,2019,5,7
3,1.2779399999999999,103.85011,3,350,4,4,0.34,15,330,2019,8,11
4,1.31395,103.88181,2,33,18,1,0.1,112,359,2018,11,7
4,1.31466,103.8828,2,33,18,1,0.07,83,359,2018,7,15
5,1.30982,103.86158,2,40,28,1,0.08,83,362,2018,8,9
11,1.28191,103.84665,3,150,3,40,3.22,16,70,2019,7,24
9,1.32869,103.84708,3,131,7,3,0.55,114,357,2019,8,8
1,1.28439,103.83243,2,108,1,10,0.71,5,0,2018,10,28
4,1.31493,103.88193000000001,3,117,3,1,0.1,2,54,2018,11,12
3,1.27928,103.85342,3,194,90,1,1.0,3,162,2019,8,17
3,1.27742,103.84838,3,350,4,7,0.79,15,345,2019,8,9
4,1.31124,103.87805,3,250,5,1,0.07,79,336,2018,7,13
3,1.27722,103.84828,3,350,4,8,0.67,15,359,2019,8,1
4,1.31619,103.88308,2,37,2,33,2.38,4,157,2019,8,26
11,1.2848600000000001,103.84178,2,57,90,1,0.07,112,343,2018,7,13
5,1.31111,103.8582,2,57,18,1,0.07,83,360,2018,6,29
17,1.31723,103.8257,3,300,7,4,0.32,19,351,2019,2,24
5,1.31548,103.85445,3,235,2,1,0.09,5,0,2018,9,17
7,1.29445,103.84283,3,137,3,3,0.38,79,320,2019,7,15
5,1.31596,103.85306,3,131,10,4,0.31,141,332,2018,9,17
5,1.3182,103.85191999999999,2,60,3,15,1.2,7,146,2019,8,26
9,1.3265200000000001,103.84606,3,131,10,7,0.55,141,320,2019,8,5
18,1.34171,103.87957,2,81,3,3,0.23,1,0,2018,9,1
14,1.30084,103.85045,2,111,1,1,0.15,4,0,2019,2,15
4,1.31244,103.88305,2,65,1,2,0.19,3,148,2019,6,23
7,1.29504,103.84309,3,131,10,9,0.89,141,287,2019,4,29
4,1.31165,103.87633000000001,3,258,3,7,0.63,141,339,2019,7,17
14,1.29974,103.85025,3,131,10,2,0.16,141,260,2018,8,22
5,1.31125,103.86053000000001,3,168,3,1,0.11,141,307,2018,12,9
9,1.32261,103.8536,3,200,3,3,0.22,141,254,2019,8,10
4,1.31126,103.87671,3,178,3,28,2.23,141,333,2019,8,16
4,1.31269,103.87859,2,51,2,22,1.62,26,168,2019,8,18
17,1.29293,103.83104,2,104,30,3,0.94,3,261,2019,7,28
1,1.28524,103.83359,2,62,3,2,0.15,1,0,2018,8,1
4,1.3117,103.88209,2,60,1,1,0.91,3,147,2019,7,27
13,1.2984,103.84121,3,201,28,11,0.99,8,167,2019,6,30
13,1.2934,103.84021,3,347,3,8,0.61,1,0,2019,8,14
1,1.28895,103.83094,2,99,1,41,3.0,1,46,2019,8,24
1,1.28085,103.8257,3,160,1,2,0.16,1,0,2018,9,19
5,1.31568,103.85285999999999,3,168,3,10,0.78,141,329,2019,8,2
3,1.27741,103.85069,3,160,1,14,1.15,1,0,2019,2,17
4,1.31564,103.88095,2,33,18,2,0.22,112,359,2019,2,8
4,1.3113,103.87765,3,178,3,33,2.49,141,292,2019,8,22
4,1.31021,103.87819,3,258,3,19,1.65,141,299,2019,8,12
9,1.32112,103.85381,3,149,2,43,3.17,8,66,2019,8,4
12,1.30511,103.78941999999999,3,131,14,2,0.16,1,0,2018,9,9
5,1.3194299999999999,103.85325999999999,3,150,5,3,0.42,79,339,2019,4,7
